id,name,industry,country,sent,price,itemCount
9793,-Tion,Information Technology,Taiwan,66,-5%,0
3531,rc LP,Energy,United States,90,2%,1
8986,XEion,Information Technology,Japan,67,-3%,6
1840,uktd.,Healthcare,South Korea,36,-2%,3
1057,retd.,Information Technology,Japan,83,-1%,6
8032,atnc.,Information Technology,China,67,-3%,8
9479,mpnc.,Consumer Discretionary,Japan,89,4%,5
3240,epion,Healthcare,United States,22,-7%,1
4162,omnc.,Telecommunication Services,United States,10,-8%,8
2624,arnc.,Healthcare,United States,24,-7%,4
8806,ecnc.,Consumer Discretionary,Japan,59,-8%,5
9744,inion,Industrials,Taiwan,20,0%,5
637,brion,Information Technology,Taiwan,53,4%,7
9812,diion,Information Technology,Taiwan,2,0%,8
9622,ndrp.,Industrials,Taiwan,71,8%,6
9034,apion,Information Technology,Japan,87,2%,1
8421,ystd.,Information Technology,Japan,48,-3%,7
945,aztd.,Information Technology,Japan,86,-4%,1
9667,ubnc.,Consumer Discretionary,Taiwan,83,-8%,5
1580,yuLTD,Information Technology,South Korea,22,7%,2
9717,uxion,Information Technology,Taiwan,46,-2%,6
2758,ninc.,Healthcare,United States,34,-8%,4
1634,eMtd.,Information Technology,South Korea,38,-2%,3
8354,iptd.,Consumer Discretionary,Japan,47,-2%,5
8180,ROnc.,Information Technology,Japan,11,-1%,7
9597,icany,Materials,Cayman Islands,35,-4%,7
3697,ARnc.,Energy,United States,89,-5%,4
7928,om.A.,Industrials,Chile,43,5%,1
7667,IEion,Energy,Hong Kong,81,5%,0
9748,hitd.,Industrials,Taiwan,24,2%,8
10104,ygjna,Information Technology,Poland,7,8%,5
723,hetd.,Information Technology,Taiwan,94,4%,7
9873,optd.,Information Technology,Taiwan,80,3%,3
8123,hetd.,Industrials,Japan,74,4%,1
3213,afnc.,Consumer Discretionary,United States,85,1%,5
748,ieany,Materials,Vietnam,87,1%,4
9781,merp.,Information Technology,Taiwan,7,-2%,5
1261,HWtd.,Industrials,South Korea,26,-6%,2
1951,ONion,Materials,South Korea,59,0%,3
1215,aitd.,Information Technology,South Korea,96,-6%,6
1783,ohtd.,Consumer Staples,South Korea,83,0%,0
8,miplc,Information Technology,United Kingdom,47,3%,8
2684,ypnc.,Consumer Discretionary,United States,7,1%,5
8840,lotd.,Consumer Discretionary,Japan,40,-8%,8
628,intd.,Consumer Discretionary,Taiwan,76,6%,2
10103,PNjna,Information Technology,Poland,100,8%,8
4682,imCo.,Industrials,United States,31,2%,4
10089,rz.A.,Consumer Discretionary,Poland,74,-1%,1
8219,elion,Information Technology,Japan,70,-2%,6
4079,arted,Information Technology,United States,41,0%,3
8043,einc.,Healthcare,China,5,-7%,3
10012,eunc.,Consumer Discretionary,United States,86,6%,1
1236,HItd.,Industrials,South Korea,56,7%,6
4894,mec.),Industrials,United States,22,6%,8
2609,MCion,Information Technology,United States,61,-8%,3
4494,or LP,Energy,United States,47,1%,3
3329,riplc,Healthcare,Ireland,97,0%,3
2598,SPnc.,Information Technology,United States,44,-8%,4
7850,unted,Information Technology,Singapore,55,7%,1
2465,xaion,Healthcare,United States,0,5%,8
2633,omnc.,Information Technology,United States,59,6%,5
8556,ortd.,Consumer Staples,Japan,91,-1%,8
1732,M nc.,Information Technology,South Korea,79,5%,4
1870,amtd.,Materials,South Korea,46,7%,3
1961,I td.,Materials,South Korea,4,7%,7
1030,aptd.,Materials,Japan,13,-7%,7
2171,kdion,Healthcare,South Korea,58,-2%,1
1086,T Tbk,Materials,Indonesia,71,-5%,0
9712,iprp.,Industrials,Taiwan,14,7%,4
6523,JKon),Information Technology,Japan,60,6%,3
8552,iotd.,Healthcare,Japan,16,4%,7
1059,aptd.,Information Technology,Japan,45,-8%,3
5053,reion,Industrials,United States,93,0%,2
8002,ubLtd,Materials,China,79,-6%,5
878,ayion,Consumer Discretionary,Japan,63,-3%,7
110,PNtd.,Consumer Discretionary,Australia,70,6%,5
9768,TEnc.,Information Technology,Taiwan,60,6%,1
606,ostd.,Healthcare,Taiwan,80,-5%,7
9884,leted,Industrials,Taiwan,78,-7%,3
1742,loted,Industrials,South Korea,98,3%,1
2586,SQion,Information Technology,United States,97,0%,3
9741,adtd.,Real Estate,Taiwan,99,1%,8
2588,agtd.,Telecommunication Services,Israel,1,8%,7
1297,eotd.,Information Technology,South Korea,47,7%,8
1463,watd.,Healthcare,South Korea,17,-5%,0
9455,ipion,Industrials,Japan,29,-8%,4
1924,untd.,Industrials,South Korea,26,-5%,3
10065,orrp.,Energy,United States,18,-6%,0
8279,shtd.,Consumer Staples,Japan,11,1%,4
53,lonc.,Telecommunication Services,United States,43,-5%,3
714,irtd.,Information Technology,Taiwan,74,-5%,4
339,grJSC,Industrials,Bulgaria,7,8%,7
2220,ision,Industrials,South Korea,49,5%,5
2540,&Wany,Consumer Staples,United States,7,4%,2
8813,IGnc.,Industrials,Japan,79,7%,5
8372,olion,Information Technology,Japan,53,-8%,3
2686,ATtd.,Industrials,Israel,46,-6%,2
1717,eotd.,Consumer Discretionary,South Korea,62,6%,1
9716,ietd.,Information Technology,Taiwan,4,4%,3
8046,antd.,Industrials,China,42,-8%,3
1865,HQnc.,Consumer Discretionary,South Korea,41,-4%,8
2456,LHrp.,Industrials,United States,49,6%,0
9547,ev.k.,Consumer Discretionary,Japan,70,4%,7
1687,oltd.,Industrials,South Korea,65,-4%,6
4709,ebnc.,Consumer Discretionary,United States,78,-6%,2
729,uotd.,Industrials,Taiwan,34,5%,3
8337,tanc.,Industrials,Japan,81,-6%,0
489,ve.A.,Consumer Discretionary,France,63,-4%,6
930,waion,Industrials,Japan,30,5%,5
9851,arion,Information Technology,Taiwan,51,-6%,0
1232,octd.,Information Technology,South Korea,40,3%,8
2201,ljtd.,Industrials,South Korea,94,-4%,3
1830,umtd.,Industrials,South Korea,25,-5%,5
9656,hitd.,Materials,Taiwan,16,-3%,6
2410,artd.,Industrials,Mauritius,42,1%,5
9446,ugtd.,Industrials,Japan,9,7%,1
9462,ipion,Consumer Discretionary,Japan,69,8%,2
909,ipnc.,Consumer Staples,Japan,99,2%,4
2657,menc.,Industrials,United States,94,-8%,6
2594,inrp.,Consumer Discretionary,United States,70,0%,4
8561,uktd.,Materials,Japan,18,-5%,4
4764,tenc.,Energy,United States,92,0%,2
2155,sarp.,Consumer Discretionary,South Korea,74,-7%,8
9540,satd.,Information Technology,Japan,19,-4%,8
1836,RInc.,Healthcare,South Korea,80,6%,6
7805,ohted,Industrials,Thailand,28,6%,8
589,hetd.,Information Technology,Taiwan,100,-8%,4
928,entd.,Industrials,Japan,19,-1%,6
923,owtd.,Industrials,Japan,48,-8%,2
789,rotd.,Information Technology,Japan,98,2%,8
8880,oktd.,Industrials,Japan,99,1%,1
1047,J nc.,Information Technology,Japan,76,-7%,6
2578,roion,Industrials,United States,67,5%,6
717,arorp,Information Technology,Taiwan,47,5%,3
8868,astd.,Industrials,Japan,62,-5%,4
8689,retd.,Healthcare,Japan,34,0%,3
1571,watd.,Consumer Discretionary,South Korea,23,-2%,1
9573,hirp.,Materials,Taiwan,90,-8%,7
1203,J td.,Information Technology,South Korea,55,6%,2
953,aktd.,Information Technology,Japan,97,-3%,1
8270,ietd.,Consumer Staples,Japan,7,-1%,3
9094,iptd.,Industrials,Japan,34,1%,5
358,pited,Consumer Discretionary,Singapore,88,-6%,1
3112,acnc.,Healthcare,United States,6,-1%,6
2615,uenc.,Industrials,United States,29,3%,5
956,odtd.,Industrials,Japan,67,8%,4
7660,CTted,Financials,Hong Kong,63,-4%,7
1356,eerp.,Information Technology,South Korea,26,-8%,8
8738,ip.K.,Materials,Japan,97,-7%,4
1872,aetd.,Consumer Discretionary,South Korea,22,2%,3
2497,ivted,Consumer Discretionary,United States,56,-3%,7
3186,acnc.,Healthcare,United States,39,6%,6
7971,iatd.,Utilities,China,73,-2%,3
1684,G td.,Utilities,South Korea,22,-4%,8
2092,ontd.,Materials,South Korea,21,-4%,3
2489,tenc.,Information Technology,United States,79,-7%,4
8243,etnc.,Industrials,Japan,19,8%,7
581,AItd.,Information Technology,Taiwan,22,3%,1
9591,ahion,Consumer Discretionary,Taiwan,52,-7%,4
2763,ppnc.,Energy,United States,51,-6%,2
1671,intd.,Information Technology,South Korea,69,6%,1
2469,onion,Healthcare,United States,46,4%,3
2048,utnc.,Consumer Discretionary,South Korea,27,0%,4
1017,MVion,Information Technology,Japan,12,-5%,1
1432,ontd.,Consumer Staples,South Korea,78,-7%,8
1544,emtd.,Information Technology,South Korea,4,0%,7
10019,aitd.,Energy,Canada,36,-8%,0
1152,rehad,Information Technology,Malaysia,95,-4%,0
8450,imnc.,Information Technology,Japan,2,7%,1
8853,ecrp.,Industrials,Japan,77,-6%,0
9065,ostd.,Information Technology,Japan,11,-3%,7
9537,uknc.,Information Technology,Japan,17,-1%,7
1332,inrp.,Information Technology,South Korea,45,-6%,3
8462,kanc.,Information Technology,Japan,69,2%,8
7698,CTted,Information Technology,Hong Kong,98,-2%,6
8453,igion,Information Technology,Japan,33,-3%,4
7648,unted,Materials,Hong Kong,74,5%,0
1888,amtd.,Materials,South Korea,16,3%,5
7866,nhted,Information Technology,China,27,-4%,5
8239,ninc.,Consumer Staples,Japan,69,3%,8
674,ponc.,Industrials,Taiwan,5,6%,5
7438,arcy),Energy,United States,68,-3%,3
8319,zeion,Consumer Discretionary,Japan,53,2%,7
676,wanc.,Telecommunication Services,Taiwan,68,-7%,8
1282,annc.,Information Technology,South Korea,7,-2%,1
8881,shtd.,Information Technology,Japan,94,-1%,3
8439,ybtd.,Information Technology,Japan,32,-8%,0
8885,reion,Consumer Discretionary,Japan,58,-3%,7
1572,astd.,Information Technology,South Korea,41,8%,1
3451,onted,Materials,India,20,-2%,4
8852,amRP.,Industrials,Japan,60,-6%,5
3266,eanc.,Information Technology,United States,58,-5%,1
9958,NTion,Industrials,Canada,96,-7%,3
432,FIted,Financials,Bangladesh,11,3%,2
7716,onted,Consumer Discretionary,Hong Kong,86,-7%,5
4743,annc.,Information Technology,United States,25,-8%,2
9275,ihnc.,Industrials,Japan,99,6%,7
1654,nanc.,Information Technology,South Korea,74,7%,8
2753,meion,Industrials,United States,61,4%,8
2653,annc.,Healthcare,United States,67,3%,5
2454,UInc.,Information Technology,United States,23,-6%,3
4687,aPnc.,Materials,United States,8,0%,5
2636,aknc.,Consumer Discretionary,United States,10,2%,4
1660,J td.,Materials,South Korea,9,-3%,5
2655,ovnc.,Consumer Discretionary,United States,53,5%,1
1408,sitd.,Industrials,South Korea,25,-7%,4
2659,xfPLC,Healthcare,United Kingdom,57,-3%,0
9237,nonc.,Consumer Discretionary,Japan,38,-1%,4
15,aiplc,Consumer Discretionary,United Kingdom,69,-4%,4
2524,lunc.,Industrials,United States,94,6%,1
1402,GAtd.,Information Technology,South Korea,48,5%,8
1510,orion,Information Technology,South Korea,100,8%,0
8399,YBTD.,Information Technology,Japan,12,1%,4
2696,SAnc.,Information Technology,United States,81,3%,0
2012,UYtd.,Industrials,South Korea,12,0%,7
1039,iktd.,Consumer Discretionary,Japan,88,-1%,5
9786,ptrp.,Information Technology,Taiwan,76,4%,7
9785,anted,Information Technology,Taiwan,67,3%,8
4592,dvnc.,Industrials,United States,18,0%,1
1441,vmtd.,Industrials,South Korea,47,5%,0
1560,hitd.,Information Technology,South Korea,66,-6%,2
9917,alnc.,Industrials,Canada,53,0%,4
2312,vaPLC,Industrials,Singapore,21,5%,0
1416,Kbtd.,Consumer Staples,South Korea,84,8%,4
700,MPnc.,Information Technology,Taiwan,63,-6%,6
1535,abnc.,Information Technology,South Korea,83,0%,0
4536,ooASA,Industrials,Norway,53,0%,2
658,perp.,Information Technology,Taiwan,50,4%,3
989,ELion,Information Technology,Japan,2,-6%,6
4900,nac.),Healthcare,United States,51,1%,5
817,K td.,Consumer Staples,Japan,46,-6%,3
2689,annc.,Healthcare,United States,23,4%,5
10,vaPLC,Telecommunication Services,United Kingdom,39,-7%,6
7771,hited,Information Technology,Hong Kong,73,-8%,3
774,anion,Industrials,Japan,29,-4%,2
8955,-Sion,Materials,Japan,80,0%,8
677,rotd.,Information Technology,Taiwan,44,2%,1
5910,nnion,Information Technology,China,47,-5%,8
1784,niion,Materials,South Korea,32,5%,3
1562,tetd.,Materials,South Korea,63,-6%,1
9630,hiion,Industrials,Taiwan,65,-3%,4
655,eonc.,Information Technology,Taiwan,22,0%,5
23,prPLC,Consumer Discretionary,United Kingdom,39,1%,1
3095,exnc.,Healthcare,United States,50,5%,2
52,olorp,Materials,United States,19,2%,2
1528,uktd.,Materials,South Korea,32,-8%,1
9510,CAion,Information Technology,Japan,97,8%,7
1837,ontd.,Materials,South Korea,80,-4%,0
1530,oltd.,Consumer Discretionary,South Korea,22,-3%,3
1399,aetd.,Consumer Discretionary,South Korea,45,-8%,6
2695,ltion,Industrials,United States,96,4%,8
9755,aitd.,Industrials,Taiwan,37,4%,1
1803,YCtd.,Consumer Discretionary,South Korea,33,-6%,7
2445,hinc.,Consumer Staples,China,39,1%,1
9826,intd.,Industrials,Taiwan,56,7%,4
8351,S td.,Information Technology,Japan,62,1%,3
2120,ONion,Information Technology,South Korea,61,3%,6
8285,satd.,Consumer Staples,Japan,61,4%,1
1594,SCtd.,Information Technology,South Korea,46,-2%,7
7731,hited,Consumer Discretionary,Hong Kong,23,4%,8
2566,plrp.,Information Technology,United States,21,-7%,7
8535,anted,Materials,Japan,26,-3%,2
8920,oanc.,Industrials,Japan,78,4%,3
2785,XTnc.,Information Technology,United States,48,-5%,6
44,PInc.,Industrials,United States,44,1%,1
2449,orted,Healthcare,United States,41,1%,7
932,uptd.,Industrials,Japan,54,-6%,0
9888,aotd.,Industrials,Taiwan,9,5%,6
1211,aetd.,Consumer Discretionary,South Korea,70,6%,7
843,oktd.,Industrials,Japan,0,-4%,6
2562,. td.,Consumer Staples,Israel,87,6%,4
861,acion,Information Technology,Japan,37,3%,5
10131,is AG,Information Technology,Germany,2,3%,7
1290,amtd.,Industrials,South Korea,60,-8%,3
1518,ootd.,Consumer Staples,South Korea,60,-6%,2
950,hotd.,Information Technology,Japan,51,2%,8
1355,IOion,Healthcare,South Korea,31,-1%,3
2526,ophip,Materials,United States,20,8%,5
2507,RVnc.,Information Technology,United States,94,7%,4
836,uftd.,Consumer Discretionary,Japan,40,8%,1
2960,oltd.,Energy,Bermuda,43,-8%,0
3357,TSrp.,Information Technology,Hong Kong,2,0%,2
3042,ntnc.,Information Technology,United States,31,-1%,4
1756,R td.,Consumer Discretionary,South Korea,74,-7%,8
10008,ovnc.,Healthcare,Canada,63,6%,4
1475,RTrp.,Telecommunication Services,South Korea,5,3%,7
1192,ootd.,Energy,South Korea,53,-7%,5
7823,hated,Consumer Discretionary,Thailand,92,-2%,6
9749,hirp.,Industrials,Taiwan,77,5%,1
8185,oonc.,Information Technology,Japan,88,-2%,7
1838,hitd.,Consumer Discretionary,South Korea,48,5%,8
1341,acnc.,Healthcare,South Korea,27,6%,8
3367,ip LP,Energy,United States,33,4%,7
1465,Linc.,Information Technology,South Korea,76,3%,3
2253,ortd.,Real Estate,South Korea,46,-7%,2
1190,litd.,Consumer Staples,South Korea,30,8%,3
1738,litd.,Consumer Staples,South Korea,46,7%,3
100,idrp.,Information Technology,United States,92,4%,4
1166,MWhad,Energy,Malaysia,20,-1%,3
986,EOtd.,Information Technology,Japan,2,-1%,0
1651,entd.,Consumer Staples,South Korea,36,6%,4
644,uxion,Information Technology,Taiwan,78,-3%,4
4275,conc.,Industrials,Monaco,92,4%,4
1639,-Std.,Information Technology,South Korea,29,-1%,7
487,RE SA,Industrials,France,68,1%,6
64,onany,Energy,United States,33,7%,5
4663,ntnc.,Information Technology,United States,20,8%,5
799,artd.,Healthcare,Japan,78,6%,5
1792,uktd.,Industrials,South Korea,7,3%,3
1035,aptd.,Consumer Discretionary,Japan,52,2%,8
2596,lenc.,Information Technology,United States,58,2%,4
1273,eotd.,Industrials,South Korea,95,1%,8
1262,ewion,Consumer Discretionary,South Korea,20,-3%,5
8311,AItd.,Consumer Discretionary,Japan,11,5%,6
8839,ITnc.,Consumer Discretionary,Japan,76,-1%,8
1591,MTtd.,Information Technology,South Korea,6,-7%,2
9596,.Ctd.,Consumer Discretionary,Taiwan,71,0%,6
703,aitd.,Industrials,Taiwan,10,8%,4
8182,DStd.,Information Technology,Japan,59,0%,7
7635,lited,Consumer Discretionary,Hong Kong,95,-5%,3
36,alInc,Consumer Discretionary,United States,33,0%,5
1680,outd.,Information Technology,South Korea,34,-7%,2
933,yonc.,Industrials,Japan,57,-5%,7
9799,ninc.,Information Technology,Taiwan,37,-3%,0
7811,reted,Information Technology,Thailand,22,-1%,6
2663,ernc.,Information Technology,United States,35,0%,3
2505,eenc.,Information Technology,United States,38,-8%,3
795,uetd.,Information Technology,Japan,35,1%,5
1677,rerp.,Healthcare,South Korea,14,4%,7
2491,ofnc.,Consumer Staples,United States,52,-4%,2
9751,aitd.,Industrials,Taiwan,68,-5%,5
8584,aitd.,Healthcare,Japan,100,1%,4
1242,intd.,Consumer Staples,South Korea,90,5%,0
2306,ar.C.,Financials,Kuwait,83,8%,3
8184,intd.,Healthcare,Japan,82,7%,7
1500,elnc.,Healthcare,South Korea,15,-1%,8
745,AIany,Materials,Vietnam,60,7%,7
8785,yotd.,Consumer Discretionary,Japan,83,-4%,8
4781,asnc.,Healthcare,United States,83,8%,4
939,ujted,Information Technology,Japan,75,-8%,7
8638,ybnc.,Information Technology,Japan,87,4%,3
8526,E td.,Healthcare,Japan,81,6%,0
633,ilnc.,Information Technology,Taiwan,90,5%,1
1226,PEtd.,Industrials,South Korea,37,-8%,4
540,artd.,Consumer Staples,Japan,10,0%,0
1883,amrp.,Consumer Discretionary,South Korea,40,-2%,6
31,iroup,Industrials,United States,51,5%,1
2452,ronc.,Consumer Discretionary,United States,33,2%,2
8034,LZLtd,Information Technology,China,40,2%,0
1937,amtd.,Consumer Discretionary,South Korea,12,-3%,7
9231,ekion,Information Technology,Japan,78,-2%,7
2773,tlion,Financials,United States,67,-7%,5
2515,riInc,Industrials,United States,8,-3%,4
1034,oktd.,Industrials,Japan,72,-4%,7
4653,amted,Consumer Discretionary,United States,49,-5%,2
2451,apion,Industrials,United States,70,2%,6
8055,edtd.,Healthcare,Israel,80,2%,1
8313,amrp.,Consumer Discretionary,Japan,96,-2%,7
1490,W ion,Healthcare,South Korea,85,-4%,1
1124,asted,Industrials,South Africa,67,-4%,8
356,egted,Industrials,Singapore,93,-3%,1
2832,EVnc.,Information Technology,United States,73,6%,0
50,rited,Materials,United States,14,2%,5
3305,urnc.,Healthcare,United States,48,7%,5
2614,xaion,Information Technology,United States,22,-8%,3
2646,kyted,Information Technology,China,96,-6%,8
1142,ertd.,Healthcare,Pakistan,89,-7%,2
434,heted,Financials,Bangladesh,100,-6%,1
775,akion,Industrials,Japan,33,-6%,7
1977,antd.,Healthcare,South Korea,15,6%,1
1568,T td.,Information Technology,South Korea,15,0%,5
579,iktd.,Information Technology,Taiwan,68,-8%,7
1746,BItd.,Information Technology,Japan,70,-5%,4
8889,shtd.,Industrials,Japan,72,-7%,1
924,satd.,Industrials,Japan,80,3%,5
1446,KCtd.,Information Technology,South Korea,70,5%,2
987,ikion,Industrials,Japan,67,-4%,2
508,uiyme,Information Technology,France,95,-2%,4
783,obion,Information Technology,Japan,2,-1%,2
9495,F-nc.,Industrials,Japan,28,1%,1
4110,atnc.,Energy,United States,36,6%,0
925,ICnc.,Materials,Japan,96,-2%,2
4427,niust,Real Estate,United States,27,7%,1
59,nunc.,Information Technology,United States,29,-4%,2
9732,mptd.,Information Technology,Taiwan,56,8%,2
2859,ovion,Information Technology,United States,84,4%,7
8661,aptd.,Materials,Japan,63,6%,3
9897,enLtd,Materials,Taiwan,86,5%,3
887,edtd.,Healthcare,Japan,32,8%,3
1516,exion,Consumer Discretionary,South Korea,54,1%,4
8176,emtd.,Consumer Discretionary,Japan,29,5%,0
1420,intd.,Healthcare,South Korea,100,7%,6
8812,bitd.,Industrials,Japan,78,8%,1
8846,shtd.,Industrials,Japan,48,-2%,1
177,ADSpA,Information Technology,Italy,35,-5%,0
1150,iaBhd,Consumer Discretionary,Malaysia,19,1%,3
1268,ILLtd,Consumer Staples,South Korea,74,8%,7
3945,ndnc.,Energy,United States,32,4%,4
4686,ocion,Information Technology,United States,95,-4%,7
627,hitd.,Consumer Discretionary,Taiwan,92,1%,2
8801,anion,Industrials,Japan,39,2%,0
8655,DS.K.,Materials,Japan,26,-8%,0
2065,waLtd,Industrials,South Korea,21,4%,6
567,hiion,Information Technology,Taiwan,99,-6%,6
988,vaion,Information Technology,Japan,92,0%,7
1095,T Tbk,Consumer Staples,Indonesia,4,4%,0
713,BItd.,Information Technology,Taiwan,13,-5%,4
647,ontd.,Materials,Taiwan,60,-6%,5
1209,onion,Consumer Discretionary,South Korea,82,2%,4
9713,ootd.,Information Technology,Taiwan,12,0%,3
1683,vatd.,Information Technology,South Korea,3,-8%,4
1313,olnc.,Healthcare,South Korea,58,0%,0
1964,l td.,Consumer Discretionary,South Korea,62,-1%,7
1991,ICLtd,Consumer Discretionary,South Korea,68,3%,0
649,ystd.,Information Technology,Taiwan,99,5%,4
89,ratd.,Energy,United States,96,-3%,5
839,osted,Healthcare,Japan,92,-1%,5
3394,esnc.,Information Technology,United States,8,2%,0
4642,menc.,Energy,United States,31,8%,2
828,renc.,Industrials,Japan,86,-4%,0
1000,ATion,Consumer Discretionary,Japan,68,6%,7
9600,unLtd,Consumer Discretionary,Taiwan,85,-3%,6
1485,oyion,Information Technology,South Korea,18,-1%,4
9642,intd.,Healthcare,Taiwan,45,0%,8
1740,ostd.,Consumer Staples,South Korea,27,-7%,6
2620,lonc.,Information Technology,Hong Kong,10,-8%,1
9775,rirp.,Information Technology,Taiwan,31,-2%,4
2513,etnc.,Information Technology,United States,88,2%,3
9835,icrp.,Information Technology,Taiwan,26,4%,7
659,oytd.,Information Technology,Taiwan,13,5%,4
8427,retd.,Information Technology,Japan,46,-3%,1
981,F rp.,Information Technology,Japan,88,-2%,4
8397,-cnc.,Information Technology,Japan,83,5%,5
82,asnc.,Consumer Staples,United States,0,-3%,3
711,harp.,Information Technology,Taiwan,69,-4%,3
8979,eitd.,Information Technology,Japan,79,7%,1
556,urtd.,Industrials,Taiwan,35,-1%,1
6392,orion,Information Technology,Japan,6,3%,6
1689,NTtd.,Information Technology,South Korea,55,-5%,7
285,inted,Energy,India,75,-6%,1
2700,inrp.,Consumer Discretionary,United States,65,-6%,8
2891,elnc.,Utilities,United States,73,4%,2
131,ntted,Information Technology,Australia,65,6%,1
8457,&Dtd.,Information Technology,Japan,7,0%,1
4214,etnc.,Energy,United States,42,-8%,1
2599,ybion,Information Technology,United States,47,5%,4
4674,heany,Financials,United States,99,-4%,6
2556,hrnc.,Healthcare,United States,97,-1%,4
1346,"A,nc.",Information Technology,South Korea,81,3%,0
1487,frtd.,Information Technology,South Korea,18,6%,7
1380,ontd.,Industrials,South Korea,19,8%,3
1349,ortd.,Consumer Discretionary,South Korea,2,-4%,0
183,eo.A.,Consumer Discretionary,Italy,99,-2%,6
8323,entd.,Information Technology,Japan,97,-5%,8
5018,ionc.,Healthcare,United States,58,-6%,8
8040,uctd.,Information Technology,China,55,-8%,5
8515,irtd.,Information Technology,Japan,23,-3%,7
73,etnc.,Information Technology,United States,12,5%,1
2697,ernc.,Healthcare,United States,49,0%,3
1339,lctd.,Information Technology,South Korea,68,8%,8
1043,C nc.,Real Estate,Japan,80,4%,5
355,oltd.,Telecommunication Services,Singapore,10,-4%,1
1310,ortd.,Financials,South Korea,100,3%,1
1497,awtd.,Industrials,South Korea,77,7%,7
9639,arLtd,Consumer Staples,Taiwan,17,-6%,4
1589,ertd.,Consumer Discretionary,South Korea,81,-6%,7
908,ntnc.,Information Technology,Japan,34,-2%,1
137,etted,Information Technology,Australia,13,-3%,1
9839,SMnc.,Information Technology,Taiwan,38,2%,1
2954,eoion,Energy,United States,82,5%,0
1523,ontd.,Materials,South Korea,56,-5%,7
1679,arLTD,Industrials,South Korea,8,-8%,0
10073,rcnc.,Energy,British Virgin Islands,38,8%,2
9718,elnc.,Information Technology,Taiwan,50,-2%,5
7745,nfted,Materials,Macau,70,-4%,2
4700,OLnc.,Information Technology,Malaysia,32,8%,8
848,ystd.,Information Technology,Japan,10,0%,2
1070,T Tbk,Consumer Staples,Indonesia,68,-2%,4
7837,SHted,Real Estate,Singapore,57,1%,8
851,xctd.,Information Technology,Japan,21,2%,2
1368,sstd.,Industrials,South Korea,100,-2%,0
881,rinc.,Industrials,Japan,14,-4%,4
2693,henc.,Financials,United States,26,4%,7
4730,raion,Healthcare,United States,25,1%,8
8449,ilion,Information Technology,Japan,55,2%,3
7702,inted,Consumer Discretionary,Hong Kong,20,6%,5
670,ehrp.,Industrials,Taiwan,1,-5%,6
1460,omtd.,Materials,South Korea,46,2%,2
2629,nnnc.,Information Technology,United States,40,-8%,2
7761,MVted,Consumer Discretionary,Hong Kong,33,4%,4
8800,eeLtd,Materials,Japan,45,8%,2
1483,hetd.,Healthcare,South Korea,100,2%,5
1447,MNLtd,Information Technology,South Korea,53,7%,3
1894,ooted,Healthcare,South Korea,52,8%,3
938,aitd.,Industrials,Japan,70,4%,1
681,asLtd,Information Technology,Taiwan,35,1%,6
4607,irnc.,Healthcare,United States,25,-2%,1
1734,aytd.,Healthcare,South Korea,39,0%,6
929,yotd.,Industrials,Japan,58,0%,7
10035,antd.,Materials,Canada,49,7%,4
1509,nftd.,Healthcare,South Korea,77,6%,4
967,pttd.,Information Technology,Japan,70,-5%,1
592,enrp.,Information Technology,Taiwan,63,-6%,4
65,adnc.,Consumer Discretionary,United States,15,5%,8
1601,eenc.,Healthcare,South Korea,55,8%,8
8645,usCo.,Information Technology,Japan,2,5%,8
2552,upnc.,Information Technology,United States,82,4%,5
1652,union,Information Technology,South Korea,3,3%,8
7128,unrps,Information Technology,Taiwan,57,-4%,6
2590,onion,Information Technology,United States,31,-4%,4
565,arorp,Information Technology,Taiwan,66,-2%,7
2681,panc.,Healthcare,United States,2,0%,5
2144,honc.,Consumer Discretionary,South Korea,38,-2%,3
1052,E td.,Consumer Discretionary,Japan,19,0%,3
2812,po LP,Utilities,United States,34,3%,4
1812,hitd.,Materials,South Korea,45,2%,3
9464,matd.,Information Technology,Japan,4,5%,7
4688,igion,Industrials,United States,79,-8%,5
1373,ootd.,Consumer Staples,South Korea,66,4%,6
86,unnc.,Healthcare,United States,12,-8%,4
9913,ltrp.,Utilities,Canada,0,0%,5
1529,aeTD.,Materials,South Korea,52,-6%,3
1626,igtd.,Information Technology,South Korea,38,-7%,6
1549,loLtd,Information Technology,South Korea,68,3%,1
1245,ratd.,Consumer Discretionary,South Korea,97,1%,1
78,fenc.,Healthcare,United States,97,-3%,5
3403,ixion,Information Technology,United States,31,-4%,3
3011,mmnc.,Healthcare,United States,61,4%,4
9720,eatd.,Consumer Discretionary,Taiwan,83,7%,3
4555,5 bl),Information Technology,Sweden,72,4%,3
3786,AAnc.,Energy,United States,90,-5%,3
958,osnc.,Industrials,Japan,19,6%,8
8035,ontd.,Energy,China,90,-4%,5
1445,BMnc.,Consumer Discretionary,South Korea,55,-7%,4
568,dvion,Information Technology,Taiwan,68,-2%,7
1715,iotd.,Information Technology,South Korea,73,7%,3
1392,hotd.,Consumer Discretionary,South Korea,97,-8%,2
1546,umtd.,Information Technology,South Korea,65,0%,0
3293,manc.,Energy,United States,93,1%,1
2501,unted,Information Technology,United States,70,-6%,2
54,asnc.,Energy,United States,29,-5%,4
1745,ewion,Consumer Discretionary,United States,61,-4%,5
1644,D td.,Information Technology,South Korea,0,-7%,4
979,amtd.,Information Technology,Japan,21,5%,3
913,sanc.,Industrials,Japan,80,-1%,1
